id_registro,estudiante,id_curso,nota,horas_estudio
3320,Mariana Nieto,C03,3.8,13
3860,Ana Silva,C05,3.0,20
2752,Juan Rincon,C01,2.6,3
4389,Andres Beltran,C04,2.8,0
4066,Miguel Gomez,C04,1.9,5
891,Diego Ospina,C03,4.6,5
280,Sofia Duran,C01,2.7,4
2747,Isabella Ospina,C01,2.0,18
3544,Santiago Pardo,C02,3.6,15
2438,Santiago Rojas,C02,3.2,6
1559,Felipe Castro,C05,3.2,19
627,Luis Salazar,C04,3.0,6
2851,Sara Ospina,C02,4.7,19
3023,Sofia Rojas,C03,5.0,5
3603,Daniela Cabrera,C01,4.3,15
2807,Sebastian Rojas,C02,3.6,16
3940,Andres Cabrera,C05,4.5,4
2520,Valeria Rincon,C04,2.8,10
3664,Gabriela Duran,C01,,20
3562,Mateo Pardo,C04,3.5,8
1413,Sebastian Beltran,C04,3.6,1
4271,Sara Mendoza,C02,4.1,16
494,Carlos Mendoza,C03,3.7,6
3232,Mateo Ospina,C04,2.9,12
4688,Isabella Martinez,C01,3.1,16
117,Mariana Ospina,C03,4.3,7
2428,Andres Martinez,C02,4.1,18
788,Luis Mendoza,C05,2.1,16
4319,Valeria Nieto,C05,4.1,7
1305,Carlos Ospina,C05,3.1,4
405,Nicolas Herrera,C04,3.0,13
1273,Gabriela Duran,C05,4.1,19
125,Mateo Gomez,C04,2.8,13
2343,Santiago Rincon,C02,,18
3759,Luis Herrera,C03,4.0,8
3364,Paula Cabrera,C01,2.9,19
1288,Mariana Pardo,C05,4.5,0
3945,Andres Duran,C05,3.8,10
3582,Juan Rincon,C02,3.2,13
3334,Sara Vargas,C04,3.6,20
3713,Sebastian Martinez,C04,3.1,16
2522,Alejandra Mendoza,C01,2.4,3
3296,Mariana Mendoza,C03,4.8,12
4686,Luis Martinez,C04,3.1,14
2988,Paula Pardo,C03,3.9,14
3353,Santiago Martinez,C03,3.8,7
3987,Sofia Cabrera,C02,2.9,7
419,Ana Herrera,C01,2.5,3
3523,Sebastian Pardo,C03,3.8,20
4750,Carlos Castro,C02,4.6,15
2444,Paula Rincon,C01,2.8,14
1235,Miguel Martinez,C03,4.5,10
1815,Felipe Mendoza,C05,2.7,12
4465,Santiago Gomez,C03,4.8,9
4383,Sebastian Mendoza,C03,4.2,4
1221,Tomas Gomez,C05,3.4,7
1278,Laura Ospina,C03,5.0,4
2942,Mariana Silva,C04,3.4,6
1013,Miguel Rojas,C04,3.8,10
3154,Santiago Rojas,C03,4.4,1
59,Sofia Vargas,C03,4.8,3
3652,Gabriela Duran,C04,4.0,18
4256,Felipe Castro,C04,3.1,15
1814,Camila Nieto,C02,5.0,5
235,Mateo Beltran,C01,3.3,3
3900,Daniela Gomez,C04,3.6,8
1948,Mateo Pardo,C01,2.6,1
1346,Nicolas Rojas,C05,2.8,14
2514,Paula Beltran,C05,3.8,1
3464,Ana Silva,C02,2.7,5
2341,Andres Salazar,C03,4.3,16
2853,Alejandra Gomez,C05,4.2,8
375,Carlos Pardo,C05,3.4,4
3406,Carlos Duran,C05,4.4,18
968,Alejandra Gomez,C04,4.4,13
2501,Juan Martinez,C05,4.6,0
1627,Andres Rojas,C05,3.9,2
2331,Tomas Rincon,C01,2.3,11
817,Diego Cabrera,C02,3.2,6
477,Mariana Castro,C02,3.7,9
2493,Isabella Nieto,C02,3.7,2
242,Juan Beltran,C01,2.5,5
4568,Diego Vargas,C04,3.5,18
177,Daniela Vargas,C03,3.9,13
2402,Felipe Beltran,C04,3.4,11
1928,Tomas Gomez,C01,3.4,6
4416,Paula Rincon,C01,2.2,8
3471,Sara Mendoza,C05,4.5,6
3997,Valeria Beltran,C01,2.3,17
3097,Luis Rojas,C03,3.9,19
896,Mariana Vargas,C02,2.7,10
1431,Carlos Herrera,C05,4.3,1
519,Laura Salazar,C03,4.1,16
438,Nicolas Rincon,C02,3.3,7
154,Santiago Beltran,C03,4.4,15
832,Sofia Ospina,C01,2.8,2
2354,Sofia Vargas,C01,2.1,3
4044,Miguel Martinez,C02,4.0,15
310,Ana Pardo,C01,3.5,2
4061,Ana Duran,C02,4.3,15
1023,Sara Martinez,C03,5.0,3
3846,Diego Martinez,C02,3.7,13
748,Juan Ospina,C01,2.7,9
4792,Alejandra Nieto,C05,4.1,20
4290,Laura Herrera,C04,4.0,18
4756,Valeria Silva,C01,2.7,9
544,Sara Ospina,C05,2.8,0
4971,Nicolas Cabrera,C05,4.1,11
2975,Diego Mendoza,C04,,13
605,Alejandra Cabrera,C03,4.1,4
800,Sara Beltran,C03,4.4,6
2605,Santiago Rojas,C01,4.2,14
3625,Gabriela Castro,C03,,19
393,Camila Nieto,C03,4.9,12
4218,Valeria Herrera,C04,5.0,11
4042,Luis Martinez,C01,2.5,8
3306,Andres Cabrera,C03,3.8,17
29,Daniela Silva,C01,3.3,11
28,Nicolas Pardo,C02,3.9,19
3952,Alejandra Beltran,C05,4.7,6
2896,Carlos Vargas,C05,4.1,3
1767,Mariana Beltran,C04,2.7,9
1244,Alejandra Rojas,C05,3.3,0
1983,Laura Herrera,C05,4.6,17
4119,Andres Duran,C05,,19
101,Mateo Martinez,C01,3.8,0
1564,Nicolas Rojas,C03,3.9,4
937,Daniela Ospina,C01,2.6,19
3650,Santiago Duran,C04,4.0,16
1088,Ana Gomez,C04,2.1,15
2997,Camila Pardo,C01,3.9,6
944,Laura Rojas,C02,3.3,0
4236,Paula Silva,C03,5.0,5
2260,Nicolas Nieto,C02,2.8,5
1141,Andres Rojas,C04,3.2,2
3387,Santiago Ospina,C02,4.8,19
1223,Mateo Gomez,C01,2.8,8
4363,Juan Cabrera,C05,4.9,3
3783,Tomas Salazar,C02,2.5,0
347,Juan Silva,C02,4.7,3
258,Santiago Mendoza,C04,3.1,20
3170,Santiago Salazar,C02,4.2,16
2909,Ana Nieto,C01,3.8,18
4552,Gabriela Mendoza,C03,3.5,20
1065,Miguel Herrera,C03,4.1,18
1913,Paula Cabrera,C05,4.0,6
4671,Sebastian Rojas,C04,3.0,10
3776,Valeria Castro,C05,3.8,16
3617,Miguel Gomez,C02,4.6,6
3880,Santiago Castro,C05,4.6,10
3673,Gabriela Rincon,C03,5.0,10
3351,Carlos Martinez,C01,,19
4707,Gabriela Duran,C02,3.6,14
3986,Alejandra Mendoza,C02,4.5,9
2098,Carlos Duran,C05,3.5,14
3233,Valeria Vargas,C04,3.0,6
488,Mariana Silva,C05,3.7,19
4450,Paula Mendoza,C02,4.1,15
4825,Sara Ospina,C03,4.9,7
482,Valeria Rincon,C02,4.3,12
4901,Tomas Cabrera,C03,5.0,3
3392,Sebastian Silva,C02,4.3,9
2020,Sara Silva,C04,3.4,11
1901,Santiago Salazar,C03,4.2,7
4397,Sofia Salazar,C02,4.0,9
4679,Luis Beltran,C02,2.8,20
2111,Mariana Duran,C02,3.8,1
288,Miguel Castro,C02,3.9,0
802,Diego Duran,C03,,5
467,Sebastian Silva,C05,2.5,14
1619,Andres Salazar,C04,4.4,1
3865,Nicolas Duran,C04,2.1,16
4952,Gabriela Nieto,C05,4.6,10
1839,Gabriela Martinez,C04,4.5,10
529,Santiago Martinez,C04,2.6,10
1185,Ana Beltran,C02,3.3,10
2536,Valeria Vargas,C05,4.6,12
4488,Alejandra Vargas,C03,4.2,8
1330,Alejandra Castro,C05,4.3,14
2328,Gabriela Beltran,C02,4.4,10
1000,Gabriela Duran,C03,4.6,17
4210,Valeria Castro,C03,4.4,0
3339,Alejandra Mendoza,C05,3.9,13
4285,Sofia Beltran,C02,,19
2756,Nicolas Beltran,C03,5.0,18
147,Santiago Martinez,C04,2.6,15
158,Miguel Duran,C01,2.8,13
1248,Laura Silva,C05,4.1,11
1130,Carlos Rincon,C05,3.7,18
4262,Juan Martinez,C03,5.0,2
1708,Isabella Rojas,C01,3.6,10
981,Santiago Duran,C02,3.6,3
2347,Diego Castro,C03,4.8,6
3910,Andres Rincon,C03,,9
3112,Nicolas Martinez,C03,3.4,1
2503,Alejandra Pardo,C05,3.8,9
971,Nicolas Silva,C04,4.0,11
3735,Mateo Beltran,C02,3.6,14
4555,Gabriela Salazar,C02,4.2,5
2700,Diego Ospina,C04,3.0,6
1751,Nicolas Herrera,C01,3.0,4
2337,Sara Ospina,C03,5.0,14
753,Paula Ospina,C01,3.6,8
917,Sofia Silva,C02,2.3,6
925,Juan Rojas,C02,4.0,19
1457,Mariana Martinez,C04,3.7,8
451,Felipe Mendoza,C01,3.0,1
4977,Laura Herrera,C01,2.6,0
1038,Andres Cabrera,C03,,11
1843,Alejandra Castro,C04,2.8,11
4263,Isabella Silva,C01,2.8,20
3100,Miguel Rincon,C01,2.7,4
2262,Paula Salazar,C03,5.0,4
4592,Paula Martinez,C04,,9
2967,Miguel Beltran,C05,4.5,13
1046,Valeria Ospina,C01,2.5,6
3781,Camila Herrera,C01,2.3,2
4677,Valeria Pardo,C05,4.5,15
4195,Miguel Duran,C03,5.0,10
2175,Alejandra Ospina,C03,4.3,0
415,Mateo Duran,C03,4.0,16
1950,Isabella Cabrera,C03,5.0,18
2481,Laura Beltran,C01,1.5,6
3790,Mariana Gomez,C02,3.6,11
1233,Sara Castro,C03,4.6,20
18,Felipe Pardo,C02,2.4,6
1482,Carlos Martinez,C03,4.1,4
1809,Paula Pardo,C01,2.8,9
672,Tomas Nieto,C05,3.7,8
3096,Sebastian Silva,C01,3.1,16
4999,Sara Ospina,C01,3.9,11
3408,Tomas Duran,C04,3.1,20
2158,Luis Gomez,C01,,6
3281,Mariana Beltran,C01,,1
970,Luis Cabrera,C01,1.6,20
3458,Daniela Gomez,C02,3.8,1
2302,Juan Rincon,C01,2.4,19
2286,Paula Nieto,C05,3.7,7
4607,Laura Cabrera,C04,3.2,19
468,Camila Pardo,C04,4.2,0
3584,Santiago Gomez,C01,2.6,15
628,Sara Martinez,C05,4.6,11
4077,Juan Castro,C05,2.8,15
825,Alejandra Vargas,C05,3.4,9
133,Diego Beltran,C03,5.0,17
523,Juan Nieto,C03,3.3,10
3383,Gabriela Nieto,C02,4.8,7
1440,Diego Rojas,C02,4.5,20
359,Santiago Vargas,C03,4.6,5
2304,Nicolas Cabrera,C01,2.2,7
2618,Santiago Beltran,C03,,5
946,Tomas Herrera,C01,3.5,19
1253,Nicolas Castro,C05,5.0,6
1799,Santiago Gomez,C04,3.7,13
2287,Isabella Cabrera,C02,2.7,9
1347,Gabriela Herrera,C03,4.6,0
2539,Paula Herrera,C02,3.7,20
3336,Daniela Rincon,C01,2.6,14
3455,Alejandra Rincon,C02,5.0,17
1657,Carlos Nieto,C01,3.1,18
1745,Andres Mendoza,C02,5.0,12
4917,Diego Herrera,C04,2.5,4
2729,Luis Gomez,C03,5.0,3
4109,Felipe Gomez,C01,2.9,8
420,Ana Gomez,C05,5.0,15
2399,Nicolas Cabrera,C03,3.9,7
1011,Felipe Herrera,C03,4.2,7
3333,Carlos Vargas,C03,4.3,20
3481,Carlos Gomez,C03,5.0,13
1940,Alejandra Cabrera,C02,4.2,13
2193,Isabella Herrera,C01,2.6,17
3153,Andres Cabrera,C04,3.6,17
212,Alejandra Silva,C02,4.2,2
1017,Juan Pardo,C04,3.8,8
4827,Santiago Silva,C02,4.1,11
580,Mariana Mendoza,C01,2.2,8
1578,Alejandra Beltran,C01,4.0,9
1939,Nicolas Rincon,C03,4.4,0
2791,Sara Cabrera,C02,3.6,10
4370,Andres Salazar,C03,3.8,2
1298,Paula Castro,C05,4.5,2
3213,Sofia Mendoza,C02,4.6,20
1665,Diego Martinez,C04,4.3,5
3288,Tomas Mendoza,C02,3.1,19
2920,Carlos Nieto,C02,4.2,8
3033,Tomas Silva,C04,3.6,7
560,Valeria Herrera,C01,3.1,11
1114,Felipe Mendoza,C03,3.8,14
4778,Laura Herrera,C04,2.8,11
3227,Miguel Duran,C02,2.3,16
719,Camila Cabrera,C05,,20
236,Mateo Duran,C02,2.9,8
1761,Laura Duran,C01,3.2,5
1686,Valeria Pardo,C05,4.2,2
511,Valeria Beltran,C04,4.0,1
4972,Paula Cabrera,C02,4.2,11
4616,Sebastian Salazar,C02,3.8,8
466,Gabriela Mendoza,C05,3.7,3
4669,Gabriela Herrera,C05,4.6,7
3837,Juan Herrera,C02,3.7,0
2456,Camila Rincon,C04,3.1,1
3486,Felipe Martinez,C02,3.9,18
4888,Diego Vargas,C02,3.4,14
3718,Camila Pardo,C03,4.4,6
3705,Mateo Gomez,C02,4.9,2
4613,Felipe Salazar,C01,4.0,0
4877,Mariana Salazar,C03,3.6,3
3818,Tomas Duran,C04,3.8,4
3175,Andres Silva,C05,4.9,8
2690,Sebastian Pardo,C02,,1
1204,Paula Mendoza,C03,4.3,14
4860,Alejandra Beltran,C01,2.2,7
3094,Andres Cabrera,C05,3.9,1
1418,Sofia Salazar,C05,4.0,11
1571,Juan Herrera,C05,4.6,20
2785,Valeria Pardo,C04,5.0,20
2140,Nicolas Ospina,C03,4.2,1
3067,Miguel Ospina,C02,3.9,10
757,Isabella Gomez,C03,4.5,7
3533,Gabriela Rincon,C02,4.4,8
1558,Carlos Gomez,C01,3.8,2
4793,Diego Rojas,C05,3.7,0
4719,Alejandra Gomez,C01,3.6,7
2011,Alejandra Rojas,C02,2.3,7
2828,Laura Duran,C02,4.4,11
3563,Alejandra Ospina,C05,3.8,1
2758,Diego Pardo,C01,4.4,5
41,Daniela Vargas,C01,3.1,5
3031,Mariana Duran,C03,2.9,6
2641,Santiago Cabrera,C05,4.1,14
977,Luis Mendoza,C05,3.5,1
4645,Paula Nieto,C01,3.1,8
4810,Mateo Rojas,C04,3.4,3
554,Isabella Cabrera,C02,3.8,9
4648,Laura Pardo,C02,3.0,0
3515,Luis Gomez,C01,2.6,2
4213,Andres Gomez,C04,3.0,11
240,Gabriela Vargas,C05,4.2,2
1111,Mariana Martinez,C05,3.6,16
4979,Sofia Beltran,C01,3.0,1
888,Camila Silva,C05,4.0,14
176,Tomas Salazar,C03,4.6,0
3866,Sebastian Gomez,C04,4.2,9
2889,Mariana Pardo,C01,3.4,4
4525,Santiago Salazar,C05,4.7,19
4081,Daniela Mendoza,C04,2.9,5
2950,Carlos Nieto,C02,2.9,0
4367,Santiago Martinez,C02,4.1,8
2018,Laura Vargas,C02,4.2,20
1378,Sofia Castro,C01,1.2,7
402,Santiago Ospina,C02,4.3,19
2587,Camila Gomez,C03,5.0,3
1594,Tomas Duran,C03,4.3,18
3315,Sara Silva,C01,3.1,7
487,Nicolas Duran,C03,3.6,13
3368,Paula Rincon,C02,3.6,17
2694,Gabriela Ospina,C03,4.1,12
63,Sofia Salazar,C03,,17
4906,Mateo Castro,C01,3.7,16
1982,Juan Mendoza,C03,3.3,2
4146,Luis Pardo,C04,3.5,9
3478,Laura Pardo,C05,4.1,20
199,Laura Beltran,C03,4.9,8
2995,Felipe Rojas,C03,5.0,19
3942,Mateo Cabrera,C02,3.1,19
4762,Alejandra Cabrera,C03,3.5,17
1491,Paula Martinez,C03,3.4,2
3891,Paula Rojas,C05,4.6,7
1193,Sebastian Rincon,C04,2.7,11
2452,Diego Rojas,C03,5.0,8
1723,Sebastian Martinez,C05,3.5,0
3801,Alejandra Rojas,C01,4.0,12
1756,Luis Martinez,C02,2.9,18
3519,Gabriela Rincon,C04,3.1,20
2194,Paula Silva,C03,3.7,5
2624,Alejandra Cabrera,C01,3.2,7
2546,Diego Duran,C03,5.0,7
3414,Alejandra Salazar,C02,4.1,4
2687,Mateo Ospina,C05,3.3,16
312,Tomas Castro,C04,3.1,11
1947,Gabriela Mendoza,C04,4.0,18
2133,Diego Ospina,C03,3.2,1
2155,Mateo Cabrera,C05,4.5,8
4432,Isabella Gomez,C02,3.8,1
4385,Laura Martinez,C03,3.5,11
3317,Juan Duran,C02,,13
1388,Luis Herrera,C04,2.2,7
4773,Carlos Herrera,C03,4.7,12
2404,Sara Ospina,C03,4.7,20
4240,Felipe Beltran,C04,3.6,17
1722,Valeria Salazar,C04,3.4,5
2986,Carlos Rojas,C03,4.2,13
4574,Ana Mendoza,C05,4.6,5
831,Santiago Beltran,C01,2.3,10
4629,Sebastian Rincon,C01,2.1,16
3565,Alejandra Rincon,C02,4.2,5
369,Miguel Rincon,C03,5.0,16
3849,Ana Cabrera,C01,3.4,0
412,Daniela Silva,C05,4.0,13
395,Mateo Vargas,C03,3.5,0
3656,Santiago Herrera,C03,,15
889,Laura Ospina,C01,2.1,6
2717,Sebastian Rincon,C02,4.0,0
822,Paula Duran,C05,3.9,11
4497,Laura Duran,C02,3.5,11
368,Alejandra Nieto,C03,4.2,1
2090,Valeria Cabrera,C02,5.0,19
97,Luis Vargas,C01,1.8,4
1405,Mariana Martinez,C04,2.5,2
3546,Miguel Castro,C03,5.0,16
2058,Mateo Vargas,C01,2.1,19
832,Sofia Ospina,C01,2.8,2
2648,Sara Pardo,C02,3.9,20
1339,Juan Martinez,C05,3.9,12
1570,Felipe Gomez,C03,3.9,11
300,Luis Vargas,C01,1.5,15
2973,Nicolas Gomez,C05,3.4,19
4265,Miguel Rincon,C04,4.0,15
2226,Mateo Mendoza,C03,5.0,12
3225,Nicolas Gomez,C03,3.9,16
2224,Carlos Silva,C03,4.7,8
1109,Gabriela Ospina,C04,4.4,9
1297,Sara Beltran,C05,4.2,13
2922,Valeria Rojas,C03,3.8,13
3764,Luis Salazar,C02,4.0,4
4515,Isabella Mendoza,C05,3.8,0
78,Mateo Vargas,C05,3.1,10
1579,Sofia Castro,C05,4.8,4
4985,Nicolas Mendoza,C01,2.9,18
1992,Camila Duran,C02,,8
4090,Camila Silva,C05,4.2,6
4113,Andres Pardo,C02,5.0,5
184,Sofia Castro,C04,4.6,7
2589,Ana Herrera,C03,4.5,8
3479,Gabriela Martinez,C04,3.7,14
4632,Andres Cabrera,C05,5.0,14
1624,Nicolas Mendoza,C01,2.6,9
1514,Nicolas Pardo,C03,5.0,15
2358,Isabella Rojas,C02,3.8,10
2479,Laura Mendoza,C05,4.0,12
3711,Sara Rincon,C04,4.5,5
3492,Valeria Herrera,C05,5.0,7
3618,Tomas Martinez,C02,4.0,16
3297,Luis Silva,C02,3.7,16
2532,Camila Rojas,C05,3.4,15
4082,Santiago Silva,C04,2.5,20
2236,Sebastian Pardo,C02,3.4,3
1157,Miguel Herrera,C05,5.0,17
1984,Miguel Nieto,C04,,15
1085,Andres Cabrera,C05,4.4,13
168,Sofia Salazar,C02,3.4,5
686,Felipe Duran,C02,4.5,12
1018,Sara Nieto,C04,4.5,8
1276,Isabella Rojas,C05,3.9,10
2506,Isabella Pardo,C03,5.0,16
2730,Daniela Nieto,C04,2.5,2
4615,Felipe Nieto,C02,3.5,15
4963,Isabella Martinez,C01,2.5,0
4742,Luis Beltran,C02,4.5,3
1349,Andres Gomez,C05,4.9,0
1296,Mateo Castro,C05,4.5,3
3556,Felipe Salazar,C01,3.3,10
2319,Tomas Mendoza,C05,3.5,20
584,Andres Rojas,C04,3.3,11
2078,Mateo Mendoza,C04,3.3,0
2968,Juan Herrera,C04,3.9,19
3245,Mariana Nieto,C03,5.0,15
837,Alejandra Rincon,C01,2.5,7
3992,Juan Mendoza,C02,4.0,1
4473,Gabriela Duran,C05,3.8,12
4796,Ana Silva,C01,2.8,5
1630,Luis Pardo,C01,3.8,4
3316,Diego Cabrera,C03,4.1,9
4369,Miguel Salazar,C02,4.4,6
1794,Sofia Silva,C03,3.9,9
209,Ana Rojas,C04,,11
670,Sara Gomez,C04,,5
4005,Santiago Martinez,C03,4.4,12
4643,Juan Pardo,C04,2.4,15
4145,Ana Nieto,C04,4.8,12
3701,Miguel Rincon,C04,4.6,16
4247,Andres Pardo,C01,2.8,5
3034,Nicolas Rojas,C01,3.7,10
1922,Andres Silva,C05,3.5,7
1554,Ana Vargas,C04,3.5,9
807,Andres Mendoza,C05,3.5,2
136,Juan Mendoza,C04,3.5,10
2674,Mariana Salazar,C04,3.9,15
2593,Alejandra Castro,C02,3.1,10
2840,Paula Beltran,C02,3.9,3
1997,Laura Rincon,C04,3.5,17
3249,Santiago Vargas,C02,3.2,19
1871,Valeria Martinez,C02,2.9,20
3324,Alejandra Rincon,C01,2.2,8
4903,Sebastian Herrera,C04,4.0,12
2531,Juan Silva,C05,5.0,19
771,Daniela Mendoza,C03,4.1,6
2200,Sara Herrera,C02,3.7,12
616,Camila Rojas,C02,2.6,20
4293,Daniela Martinez,C05,3.1,14
1686,Valeria Pardo,C05,4.2,2
533,Gabriela Duran,C02,3.6,0
4242,Miguel Mendoza,C05,5.0,1
4512,Camila Herrera,C02,3.7,2
921,Carlos Rincon,C03,4.0,5
2647,Santiago Nieto,C03,3.9,19
3410,Juan Salazar,C04,3.6,1
2391,Diego Salazar,C05,4.7,9
1990,Laura Nieto,C01,2.2,13
3674,Sara Rojas,C05,4.5,14
617,Sofia Beltran,C01,4.2,17
231,Mariana Rojas,C01,3.3,1
2862,Alejandra Mendoza,C01,2.7,13
3457,Felipe Martinez,C05,4.2,10
795,Tomas Rojas,C04,4.0,11
513,Andres Rincon,C05,3.4,19
4253,Juan Beltran,C05,3.9,15
4749,Paula Gomez,C04,3.5,2
4301,Valeria Martinez,C03,3.9,17
4732,Andres Castro,C05,4.8,0
4625,Paula Ospina,C02,4.1,8
382,Sofia Duran,C02,4.5,16
2017,Mateo Salazar,C04,3.8,5
2401,Alejandra Ospina,C02,4.3,5
1813,Carlos Silva,C01,3.3,20
1798,Mateo Pardo,C01,2.3,12
1446,Miguel Pardo,C05,3.7,4
4800,Sara Vargas,C03,4.2,1
663,Valeria Duran,C04,2.9,2
3779,Andres Mendoza,C03,4.1,4
4223,Diego Rincon,C02,4.8,10
3307,Gabriela Martinez,C02,4.2,10
4761,Sofia Pardo,C03,3.5,18
3040,Ana Martinez,C01,3.4,14
3029,Santiago Beltran,C02,2.8,14
2184,Alejandra Gomez,C01,3.1,7
2233,Ana Castro,C02,4.0,18
2959,Sara Pardo,C02,4.7,11
3259,Andres Mendoza,C02,3.3,10
4905,Nicolas Herrera,C04,3.8,9
4847,Alejandra Cabrera,C05,2.9,11
586,Sara Herrera,C05,4.3,2
1069,Santiago Vargas,C04,2.4,4
705,Carlos Duran,C03,5.0,14
2804,Carlos Vargas,C03,4.5,2
2952,Alejandra Salazar,C02,3.6,14
4015,Tomas Rincon,C04,3.4,17
3440,Tomas Mendoza,C05,2.6,19
652,Miguel Rojas,C01,4.4,10
2040,Felipe Nieto,C04,4.7,18
4790,Nicolas Castro,C03,5.0,11
1636,Paula Beltran,C05,2.7,6
1528,Mariana Silva,C02,3.1,10
1172,Nicolas Castro,C05,2.8,11
1641,Mateo Silva,C01,2.3,18
4498,Alejandra Rojas,C01,2.9,14
4031,Tomas Ospina,C04,4.6,17
3704,Alejandra Mendoza,C04,3.5,2
1107,Luis Pardo,C04,3.4,13
62,Alejandra Cabrera,C02,5.0,12
1435,Daniela Ospina,C03,4.6,8
2468,Miguel Nieto,C03,4.1,20
2992,Sara Pardo,C05,3.6,16
3266,Isabella Vargas,C02,4.0,1
1392,Camila Beltran,C04,,8
3287,Carlos Rincon,C05,3.5,2
1022,Diego Beltran,C02,3.9,18
4931,Luis Castro,C05,2.7,12
4722,Isabella Ospina,C03,3.8,0
371,Mateo Ospina,C02,3.5,0
1963,Santiago Beltran,C05,4.4,9
4230,Paula Martinez,C03,5.0,17
4178,Valeria Pardo,C04,3.3,7
4464,Sofia Duran,C02,2.6,8
3634,Sara Beltran,C03,3.1,0
3921,Miguel Herrera,C04,4.4,19
1314,Sofia Silva,C05,4.4,3
1651,Isabella Mendoza,C01,,3
2283,Juan Nieto,C03,4.4,14
2450,Felipe Vargas,C03,4.8,8
2409,Sofia Vargas,C05,5.0,19
247,Camila Herrera,C04,3.5,17
680,Nicolas Gomez,C03,4.5,13
1339,Juan Martinez,C05,3.9,12
1549,Nicolas Beltran,C04,4.5,3
976,Juan Mendoza,C02,3.3,15
4384,Gabriela Beltran,C01,3.1,7
1120,Juan Herrera,C02,3.6,18
3881,Gabriela Beltran,C02,4.7,2
3836,Juan Nieto,C03,4.4,14
3303,Mateo Beltran,C04,4.3,6
1691,Felipe Beltran,C03,5.0,10
3545,Santiago Cabrera,C03,5.0,12
2132,Diego Cabrera,C03,3.8,8
1241,Laura Duran,C04,3.7,17
4204,Santiago Salazar,C03,3.5,9
437,Valeria Martinez,C03,4.5,17
3976,Nicolas Pardo,C03,3.5,6
725,Juan Ospina,C05,4.0,6
3496,Sofia Herrera,C05,4.9,10
3793,Valeria Beltran,C05,2.9,9
4503,Carlos Rojas,C02,3.3,10
733,Paula Martinez,C05,4.9,1
222,Tomas Ospina,C03,5.0,8
4966,Camila Castro,C03,4.2,0
4569,Sofia Silva,C01,2.9,12
2630,Gabriela Rincon,C02,3.8,12
426,Gabriela Martinez,C01,3.3,14
4543,Isabella Salazar,C05,4.0,15
3370,Nicolas Castro,C02,4.6,19
3712,Santiago Herrera,C04,3.5,2
363,Santiago Rojas,C01,3.9,11
4135,Juan Duran,C02,3.7,13
3724,Valeria Duran,C04,3.6,14
4689,Juan Rincon,C01,3.1,14
2847,Luis Gomez,C02,5.0,1
3187,Alejandra Pardo,C04,4.0,14
4657,Tomas Pardo,C02,5.0,13
4594,Nicolas Gomez,C03,3.8,3
94,Sofia Martinez,C04,3.0,2
1359,Nicolas Castro,C03,2.9,7
3514,Miguel Pardo,C01,2.9,2
1086,Sebastian Rojas,C02,3.1,14
2214,Santiago Martinez,C03,4.8,20
2166,Valeria Rincon,C04,3.3,7
2853,Alejandra Gomez,C05,4.2,8
3475,Daniela Beltran,C03,5.0,4
2897,Felipe Rincon,C04,3.8,10
4123,Isabella Beltran,C05,5.0,5
3937,Juan Duran,C04,4.3,9
1642,Felipe Silva,C05,3.7,4
2769,Diego Gomez,C04,4.3,3
1991,Diego Beltran,C03,3.3,2
1048,Valeria Salazar,C05,3.8,17
718,Camila Herrera,C03,3.5,0
2912,Isabella Vargas,C03,4.4,1
249,Felipe Rojas,C02,4.1,10
4379,Sara Herrera,C02,4.2,11
4460,Nicolas Pardo,C04,4.1,17
2652,Paula Herrera,C04,3.5,3
3294,Miguel Nieto,C02,3.0,0
698,Camila Duran,C02,3.0,13
4950,Valeria Rojas,C04,3.3,16
3104,Isabella Rincon,C05,4.4,1
3043,Isabella Salazar,C03,2.9,0
2543,Diego Silva,C01,3.4,10
3456,Sebastian Rojas,C05,4.5,14
3424,Gabriela Beltran,C03,5.0,17
4104,Nicolas Nieto,C04,3.8,20
1589,Diego Vargas,C03,4.1,10
3815,Mariana Gomez,C05,3.8,10
338,Mariana Nieto,C05,4.1,2
349,Mariana Salazar,C03,4.7,7
4898,Santiago Pardo,C01,3.4,8
463,Camila Herrera,C02,3.3,15
1973,Juan Gomez,C05,2.7,19
610,Santiago Ospina,C04,4.3,4
3017,Santiago Salazar,C01,,19
1231,Mariana Mendoza,C03,4.1,15
2600,Luis Rincon,C04,2.6,6
1095,Tomas Cabrera,C02,3.1,3
3121,Diego Gomez,C03,4.0,6
1907,Valeria Herrera,C05,3.3,3
1829,Sebastian Martinez,C03,4.2,20
2739,Tomas Vargas,C04,3.3,15
4336,Sebastian Castro,C03,4.5,6
2417,Valeria Martinez,C02,3.6,3
1671,Felipe Duran,C03,4.4,17
1868,Tomas Salazar,C05,1.6,5
4257,Miguel Duran,C01,3.2,5
1847,Carlos Vargas,C02,5.0,20
2998,Diego Duran,C03,4.8,6
2972,Tomas Gomez,C03,5.0,1
4292,Andres Pardo,C01,2.6,5
3747,Sofia Nieto,C05,3.9,10
4728,Santiago Rojas,C02,4.1,10
3525,Camila Rincon,C05,4.9,6
3325,Felipe Nieto,C04,2.6,19
1272,Santiago Cabrera,C01,3.1,3
1517,Felipe Castro,C01,2.3,10
1047,Gabriela Mendoza,C05,5.0,10
1521,Mariana Martinez,C04,4.0,2
